h_idnumber,sum_head,sum_spouse,hsex,spsex,hyrbirth,heduc,spyrbirth,speduc,P1_2a,J4_1a,J5_3a,R2_1,Q2_5a,Q2_5b,Q4_1a,Q4_2a,Q4_3a,Q4_1b,Q4_2b,Q4_3b,S_1a,S_1b,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,class_mig
2_216_2583,8,NA,Male,Female,1988,University level,1994,College (11 and 12 grades),0,Yes,0,No,No,No,Only one or two months,Only one or two months,Only one or two months,NA,NA,NA,Some what,NA,Increased,Decreased,No change,Increased,Increased,migrant
2_216_2637,7,NA,Male,NA,1993,University level,NA,NA,0,Yes,0,No,No,NA,Some months but not every month,Almost every month,Some months but not every month,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_216_2638,9,NA,Male,NA,1989,Class VI-IX (Incomplete SE),NA,NA,0,Yes,0,Yes,No,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_216_2638,9,NA,Male,NA,1989,Class VI-IX (Incomplete SE),NA,NA,0,Yes,0,Yes,No,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_216_2639,9,NA,Male,NA,1994,University level,NA,NA,0,No,0,No,No,NA,Some months but not every month,Almost every month,Almost every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_216_2639,9,NA,Male,NA,1994,University level,NA,NA,0,No,0,No,No,NA,Some months but not every month,Almost every month,Almost every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_216_2639,9,NA,Male,NA,1994,University level,NA,NA,0,No,0,No,No,NA,Some months but not every month,Almost every month,Almost every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_216_2640,4,NA,Male,NA,1987,University level,NA,NA,120,Yes,0,No,No,NA,Never,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2640,4,NA,Male,NA,1987,University level,NA,NA,120,Yes,0,No,No,NA,Never,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2640,4,NA,Male,NA,1987,University level,NA,NA,120,Yes,0,No,No,NA,Never,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2643,0,NA,Male,NA,1994,SSC (Complete SE),NA,NA,0,No,0,No,No,NA,Almost every month,Almost every month,Almost every month,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2643,0,NA,Male,NA,1994,SSC (Complete SE),NA,NA,0,No,0,No,No,NA,Almost every month,Almost every month,Almost every month,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2643,0,NA,Male,NA,1994,SSC (Complete SE),NA,NA,0,No,0,No,No,NA,Almost every month,Almost every month,Almost every month,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2807,2,5,Male,Female,1984,University level,1993,College (11 and 12 grades),0,No,0,No,No,No,Never,Never,Some months but not every month,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2807,2,5,Male,Female,1984,University level,1993,College (11 and 12 grades),0,No,0,No,No,No,Never,Never,Some months but not every month,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2807,2,5,Male,Female,1984,University level,1993,College (11 and 12 grades),0,No,0,No,No,No,Never,Never,Some months but not every month,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_216_2807,2,5,Male,Female,1984,University level,1993,College (11 and 12 grades),0,No,0,No,No,No,Never,Never,Some months but not every month,Never,Yes,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_501_2710,6,NA,Male,NA,1994,Class I-IV (Incomplete PE),NA,NA,0,Yes,0,No,No,NA,Never,Only one or two months,Only one or two months,NA,NA,NA,Some what,NA,Increased,Decreased,Increased,Increased,Increased,migrant
2_501_2713,0,NA,Male,NA,1988,University level,NA,NA,0,No,0,No,No,NA,Never,Only one or two months,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_501_2716,10,NA,Male,Female,1979,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Almost every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_501_2716,10,NA,Male,Female,1979,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Almost every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_501_2716,10,NA,Male,Female,1979,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Almost every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_501_2716,10,NA,Male,Female,1979,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Almost every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_501_2717,3,6,Male,Female,1981,Class I-IV (Incomplete PE),1990,Class V (Complete PE),0,Yes,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,No,Never,Some what,NA,Increased,Increased,Decreased,Decreased,Increased,migrant
2_501_2717,3,6,Male,Female,1981,Class I-IV (Incomplete PE),1990,Class V (Complete PE),0,Yes,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,No,Never,Some what,NA,Increased,Increased,Decreased,Decreased,Increased,migrant
2_501_2717,3,6,Male,Female,1981,Class I-IV (Incomplete PE),1990,Class V (Complete PE),0,Yes,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,No,Never,Some what,NA,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2576,1,NA,Female,NA,1993,University level,NA,NA,0,No,3,No,No,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Increased,Decreased,Increased,migrant
2_537_2577,4,NA,Male,NA,1989,University level,NA,NA,0,No,0,No,No,NA,Some months but not every month,Never,Some months but not every month,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2578,0,NA,Male,NA,1991,HSC (complete HSE),NA,NA,0,No,0,No,No,NA,Some months but not every month,Only one or two months,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2579,6,NA,Male,NA,1985,University level,NA,NA,0,No,1,No,No,NA,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2580,5,NA,Male,Female,1984,University level,1995,HSC (complete HSE),0,No,1,No,No,No,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Increased,Increased,Increased,Increased,migrant
2_537_2580,5,NA,Male,Female,1984,University level,1995,HSC (complete HSE),0,No,1,No,No,No,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Increased,Increased,Increased,Increased,migrant
2_537_2607,0,NA,Male,NA,1993,University level,NA,NA,0,No,5,No,No,NA,Never,Never,Only one or two months,NA,NA,NA,Some what,NA,Increased,Increased,Increased,No change,No change,migrant
2_537_2609,3,0,Female,Male,1991,Class VI-IX (Incomplete SE),1987,Class VI-IX (Incomplete SE),0,No,0,No,No,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,No,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2609,3,0,Female,Male,1991,Class VI-IX (Incomplete SE),1987,Class VI-IX (Incomplete SE),0,No,0,No,No,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,No,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2610,0,NA,Male,NA,1986,University level,NA,NA,0,Yes,0,No,No,NA,Only one or two months,Only one or two months,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2610,0,NA,Male,NA,1986,University level,NA,NA,0,Yes,0,No,No,NA,Only one or two months,Only one or two months,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2786,0,6,Male,Female,1979,Class VI-IX (Incomplete SE),1989,Class VI-IX (Incomplete SE),0,No,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,Yes,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2786,0,6,Male,Female,1979,Class VI-IX (Incomplete SE),1989,Class VI-IX (Incomplete SE),0,No,0,No,No,No,Never,Only one or two months,Some months but not every month,Never,Yes,Only one or two months,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2787,1,NA,Male,Female,1958,University level,1968,University level,0,No,0,No,No,NA,Never,Almost every month,Some months but not every month,NA,NA,NA,9,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2787,1,NA,Male,Female,1958,University level,1968,University level,0,No,0,No,No,NA,Never,Almost every month,Some months but not every month,NA,NA,NA,9,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2787,1,NA,Male,Female,1958,University level,1968,University level,0,No,0,No,No,NA,Never,Almost every month,Some months but not every month,NA,NA,NA,9,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2787,1,NA,Male,Female,1958,University level,1968,University level,0,No,0,No,No,NA,Never,Almost every month,Some months but not every month,NA,NA,NA,9,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2789,3,NA,Male,NA,1986,University level,NA,NA,0,Yes,0,No,No,NA,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2789,3,NA,Male,NA,1986,University level,NA,NA,0,Yes,0,No,No,NA,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2793,4,NA,Male,NA,1991,Class VI-IX (Incomplete SE),NA,NA,0,Yes,0,No,No,NA,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2793,4,NA,Male,NA,1991,Class VI-IX (Incomplete SE),NA,NA,0,Yes,0,No,No,NA,Never,Never,Never,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2795,1,NA,Male,NA,1992,SSC (Complete SE),NA,NA,0,No,0,No,No,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2798,1,NA,Male,NA,1993,HSC (complete HSE),NA,NA,0,Yes,0,No,No,NA,Never,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2798,1,NA,Male,NA,1993,HSC (complete HSE),NA,NA,0,Yes,0,No,No,NA,Never,Some months but not every month,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2800,9,NA,Male,NA,1991,SSC (Complete SE),NA,NA,0,Yes,0,No,No,NA,Some months but not every month,Only one or two months,Only one or two months,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2802,2,4,Male,Female,1974,SSC (Complete SE),1980,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Some months but not every month,No,Almost every month,Some what,Some what,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2802,2,4,Male,Female,1974,SSC (Complete SE),1980,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Only one or two months,Some months but not every month,Never,Some months but not every month,No,Almost every month,Some what,Some what,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2804,5,9,Male,Female,1971,Class VI-IX (Incomplete SE),1979,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Never,Only one or two months,Only one or two months,Only one or two months,No,Some months but not every month,Some what,Some what,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2804,5,9,Male,Female,1971,Class VI-IX (Incomplete SE),1979,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Never,Only one or two months,Only one or two months,Only one or two months,No,Some months but not every month,Some what,Some what,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2804,5,9,Male,Female,1971,Class VI-IX (Incomplete SE),1979,Class VI-IX (Incomplete SE),0,Yes,0,No,No,No,Never,Only one or two months,Only one or two months,Only one or two months,No,Some months but not every month,Some what,Some what,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2805,1,NA,Male,NA,1996,Class VI-IX (Incomplete SE),NA,NA,0,Yes,0,No,No,NA,Some months but not every month,Only one or two months,Some months but not every month,NA,NA,NA,Some what,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2829,7,NA,Male,NA,1994,HSC (complete HSE),NA,NA,0,Yes,0,No,Yes,NA,Some months but not every month,Almost every month,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2829,7,NA,Male,NA,1994,HSC (complete HSE),NA,NA,0,Yes,0,No,Yes,NA,Some months but not every month,Almost every month,Some months but not every month,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2904,3,3,Male,Female,1985,HSC (complete HSE),1995,Class VI-IX (Incomplete SE),0,Yes,0,No,Yes,No,Never,Never,Some months but not every month,Never,No,Never,Some what,Some what,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2904,3,3,Male,Female,1985,HSC (complete HSE),1995,Class VI-IX (Incomplete SE),0,Yes,0,No,Yes,No,Never,Never,Some months but not every month,Never,No,Never,Some what,Some what,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2904,3,3,Male,Female,1985,HSC (complete HSE),1995,Class VI-IX (Incomplete SE),0,Yes,0,No,Yes,No,Never,Never,Some months but not every month,Never,No,Never,Some what,Some what,Increased,Increased,Decreased,Decreased,Increased,migrant
2_537_2906,5,7,Male,Female,1984,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),0,Yes,0,No,No,Yes,Some months but not every month,Never,Some months but not every month,Never,Yes,Some months but not every month,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2906,5,7,Male,Female,1984,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),0,Yes,0,No,No,Yes,Some months but not every month,Never,Some months but not every month,Never,Yes,Some months but not every month,Some what,Very much,Increased,Decreased,Decreased,Decreased,Increased,migrant
2_537_2964,5,NA,Male,NA,1994,University level,NA,NA,0,Yes,0,No,No,NA,Never,Almost every month,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2964,5,NA,Male,NA,1994,University level,NA,NA,0,Yes,0,No,No,NA,Never,Almost every month,Never,NA,NA,NA,Not at all,NA,Increased,Decreased,Decreased,Increased,Increased,migrant
2_537_2966,0,NA,Male,NA,1998,SSC (Complete SE),NA,NA,0,Yes,0,No,No,NA,Never,Some months but not every month,Only one or two months,NA,NA,NA,Very much,NA,Increased,Decreased,Decreased,Decreased,Decreased,migrant
3_287_2525,1,5,Female,Male,1986,Class VI-IX (Incomplete SE),1982,Class VI-IX (Incomplete SE),0,No,0,No,No,No,Some months but not every month,Only one or two months,Never,Some months but not every month,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
3_287_2525,1,5,Female,Male,1986,Class VI-IX (Incomplete SE),1982,Class VI-IX (Incomplete SE),0,No,0,No,No,No,Some months but not every month,Only one or two months,Never,Some months but not every month,No,Never,Some what,Some what,Increased,Decreased,Decreased,Decreased,Increased,migrant
3_287_2526,0,NA,Female,Male,1994,Class I-IV (Incomplete PE),1959,Class I-IV (Incomplete PE),0,No,2,Yes,No,No,Never,Some months but not every month,Only one or two months,NA,NA,NA,Very much,NA,Increased,Decreased,Increased,Decreased,Increased,migrant
3_287_2526,0,NA,Female,Male,1994,Class I-IV (Incomplete PE),1959,Class I-IV (Incomplete PE),0,No,2,Yes,No,No,Never,Some months but not every month,Only one or two months,NA,NA,NA,Very much,NA,Increased,Decreased,Increased,Decreased,Increased,migrant
