hhid,Q3SL.x,Q3_1.x,Q3_2.x,Q3_3.x,Q3_4.x,Q3_5.x,Q3_6.x,Q3_7.x,Q3_8.x,Q3_9.x,Q3_10.x,Q3_11.x,Q3_12.x,Q3_13.x,Q3_14.x,Q3_15.x,Q3_16.x,Q3_17.x,Q3_18.x,Q3_19.x,Q4_1.x,Q4_2.x,Q4_3.x,Q5_1.x,Q5_2.x,Q5_3.x,Q5_4.x,Q5_5.x,Q5_6.x,Q5_7.x,Q5_8.x,Q3SL.y,Q3_1.y,Q3_2.y,Q3_3.y,Q3_4.y,Q3_5.y,Q3_6.y,Q3_7.y,Q3_8.y,Q3_9.y,Q3_10.y,Q3_11.y,Q3_12.y,Q3_13.y,Q3_14.y,Q3_15.y,Q3_16.y,Q3_17.y,Q3_18.y,Q3_19.y,Q4_1.y,Q4_2.y,Q4_3.y,Q5_1.y,Q5_2.y,Q5_3.y,Q5_4.y,Q5_5.y,Q5_6.y,Q5_7.y,Q5_8.y,A06,A01,A03,A04,A05,A07,A08,A09,A10,A11,A12,A13,A14,n,D1_4,D2_4,I1A,I1B,J4_1,J5_1,J5_3,J5_9,N1LN,N1_1V1,N1_1V2,N1_1V3,N1_1V4,N1_1V5,N1_1V6,N1_1V7,N1_2,N1_3,N1_4,N1_5,N1_6U,N1_6TAKA,N1_7,N1_8,N1_9,N1_10,N1_11,O1LN,O1_1,O1_2V1,O1_2V2,O1_3V3,O1_2V5,O1_3,O1_4,O1_5V1,O1_5V2,O1_5V3,O1_5V4,O1_5V5,O1_5V6,O1_6,O1_6V1,O1_6V2,O1_6V3,O1_6V4,O1_6V5,O1_7,O1_7V1,O1_7V2,O1_7V3,O1_7V4,O1_7V5,O1_8,O1_8AV1,O1_8AV2,O1_8AV3,O1_8AV4,O1_8BV1,O1_8BV2,O1_8BV3,O1_8BV4,P1_2.x,P1_3.x,P1_4.x,P1_2.y,P1_3.y,P1_4.y,P1_2,P1_3,P1_4,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2_1SL.x,Q2_3.x,Q2_5.x,Q2_9.x,Q2_1SL.y,Q2_3.y,Q2_5.y,Q2_9.y,Q2ASL.x,Q2A_8.x,Q2A_12.x,Q2ASL.y,Q2A_8.y,Q2A_12.y,R2_1,SSL.x,S_1.x,S_2.x,S1_1.x,S1_2.x,S1_3.x,S1_4.x,S1_5.x,S1_6.x,S1_7.x,S1_8.x,SSL.y,S_1.y,S_2.y,S1_1.y,S1_2.y,S1_3.y,S1_4.y,S1_5.y,S1_6.y,S1_7.y,S1_8.y,sum_head,sum_spouse
1_522_2772,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Some months but not every month,Only one or two months,Respondent,Respondent,Does not own,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1994,9998,58,Never Married,Yes,Class I-IV (Incomplete PE),Carpenter/massion/bus/taxi driver/armed/services/dai/community health worker/FWA/similar/services,1,1,0,Dug-out pit latrne,9,Yes,Municipal,0,No,0,NA,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,7000,50,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,Yes,My savings,Relative/Friend/Neighbor,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Very much,Very much,Some what,Some what,Some what,Not at all,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1_522_2785,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some months but not every month,Some months but not every month,Only one or two months,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spouse,2,Female,Bengali,Islam,No,1987,9998,58,Currently Married,Yes,SSC (Complete SE),Homemaker,3,0,0,Dug-out pit latrne,9,Yes,Municipal,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,5000,35,12,Cash only,9,9,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Some what,Very much,Very much,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1_522_2785,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some months but not every month,Some months but not every month,Only one or two months,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1982,9998,58,Currently Married,Yes,HSC (complete HSE),Small business/trader,3,1,0,Dug-out pit latrne,9,Yes,Municipal,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,5000,35,12,Cash only,9,9,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Some what,Some what,Some what,Some what,Very much,Very much,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
2_216_2517,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Never,Never,Only one or two months,Respondent,Someone else,Jointly only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1990,9998,58,Never Married,Yes,Class VI-IX (Incomplete SE),Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,1,1,0,Septic tank,9,Yes,Tube well or borehole,0,No,0,NA,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,10000,56,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Not at all,Some what,Not at all,Not at all,Very much,Very much,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2_216_2518,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Hinduism,Yes,1996,9998,58,Never Married,Yes,College (11 and 12 grades),Unemployed/student,1,1,0,Septic tank,9,No,Tube well or borehole,2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,Yes,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Very much,Very much,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2_216_2523,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Hinduism,Yes,1994,9998,58,Never Married,Yes,University level,Unemployed/student,1,1,0,Septic tank,9,No,Tube well or borehole,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2_216_2581,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some months but not every month,Never,Only one or two months,Respondent,Someone else,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1992,9998,90,Never Married,Yes,HSC (complete HSE),Unemployed/student,1,1,0,Septic tank,9,No,Tube well or borehole,0,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,Various NGO,Government Health Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Not at all,Not at all,Not at all,Some what,Some what,Some what,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2_216_2583,1,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent and Husband/wife Jointly,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Hinduism,Yes,1988,9998,58,Currently Married,Yes,University level,Small business/trader,2,2,0,Septic tank,9,Yes,Tube well or borehole,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,2000,18,12,Cash only,9,9,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,NA,Aid from local people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,Yes,No,Healthy,2,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Some what,Some what,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
2_216_2583,1,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent and Husband/wife Jointly,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spouse,2,Female,Bengali,Hinduism,No,1994,9998,12,Currently Married,Yes,College (11 and 12 grades),Homemaker,2,0,0,Septic tank,9,Yes,Tube well or borehole,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,2000,18,12,Cash only,9,9,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,NA,Aid from local people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,Yes,No,Healthy,2,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Some what,Some what,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
2_216_2583,1,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Only one or two months,Only one or two months,Only one or two months,Respondent,Respondent and Husband/wife Jointly,Alone only,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Hinduism,Yes,1988,9998,58,Currently Married,Yes,University level,Small business/trader,2,2,0,Septic tank,9,Yes,Tube well or borehole,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,weekly,2000,18,12,Cash only,9,9,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Various Health Services,NA,NA,NA,NA,Aid from local people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,Yes,No,Healthy,2,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,No,1,Very much,Very much,Some what,Some what,Some what,Some what,Some what,Some what,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
2_216_2637,1,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Some months but not every month,Almost every month,Some months but not every month,Respondent,Respondent,Jointly only,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1993,9998,90,Never Married,Yes,University level,Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,1,1,0,Sewer system,9,Yes,Municipal,0,No,0,On my own,Through relative,NA,NA,NA,NA,NA,No,No,NA,NA,monthly,10000,54,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Not at all,Some what,Some what,Some what,Very much,Very much,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
2_216_2638,1,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1989,9998,90,Never Married,Yes,Class VI-IX (Incomplete SE),"Non agricultural worker(factory worker, blue collar service)",1,2,0,Sewer system,9,Yes,Municipal,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,monthly,4500,84,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,Yes,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,No,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Some what,Some what,Some what,Some what,Very much,Some what,Not at all,Not at all,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
2_216_2638,1,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1989,9998,90,Never Married,Yes,Class VI-IX (Incomplete SE),"Non agricultural worker(factory worker, blue collar service)",1,2,0,Sewer system,9,Yes,Municipal,0,No,0,NA,NA,Through friend,NA,NA,NA,NA,No,No,NA,NA,monthly,4500,84,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,Yes,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,No,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,Some what,Some what,Some what,Some what,Very much,Some what,Not at all,Not at all,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
2_216_2639,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Some months but not every month,Almost every month,Almost every month,Someone else,Someone else,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1994,9998,83,Never Married,Yes,University level,Unemployed/student,1,3,0,Septic tank,9,No,Municipal,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,Yes,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Very much,Some what,Very much,Very much,Some what,Some what,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
2_216_2639,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Some months but not every month,Almost every month,Almost every month,Someone else,Someone else,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1994,9998,83,Never Married,Yes,University level,Unemployed/student,1,1,0,Septic tank,9,No,Municipal,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,Yes,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Very much,Some what,Very much,Very much,Some what,Some what,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
2_216_2639,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Some months but not every month,Almost every month,Almost every month,Someone else,Someone else,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1994,9998,83,Never Married,Yes,University level,Unemployed/student,1,3,0,Septic tank,9,No,Municipal,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Other,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,Yes,No,Fairly Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Some what,Very much,Some what,Very much,Very much,Some what,Some what,Some what,Some what,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
2_216_2640,1,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Never,Some months but not every month,Some months but not every month,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1987,9998,90,Never Married,Yes,University level,Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,1,3,0,Septic tank,9,Yes,Municipal,0,No,0,NA,NA,NA,NA,NA,Job fair,NA,No,No,NA,NA,monthly,25000,50,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,60,Homestead,"Family owned, title",8,Homestead,"Self owned, title",120,Cropland,"Family owned, title",2,1,1,1,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Very much,Very much,Very much,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2_216_2640,1,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Never,Some months but not every month,Some months but not every month,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1987,9998,90,Never Married,Yes,University level,Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,1,3,0,Septic tank,9,Yes,Municipal,0,No,0,NA,NA,NA,NA,NA,Job fair,NA,No,No,NA,NA,monthly,25000,50,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,60,Homestead,"Family owned, title",8,Homestead,"Self owned, title",120,Cropland,"Family owned, title",2,1,1,1,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Very much,Very much,Very much,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2_216_2640,1,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Never,Some months but not every month,Some months but not every month,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1987,9998,90,Never Married,Yes,University level,Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,1,3,0,Septic tank,9,Yes,Municipal,0,No,0,NA,NA,NA,NA,NA,Job fair,NA,No,No,NA,NA,monthly,25000,50,12,Cash only,Muslim,Muslim,0,No,NA,NA,NA,NA,Yes,No,My savings,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,60,Homestead,"Family owned, title",8,Homestead,"Self owned, title",120,Cropland,"Family owned, title",2,1,1,1,2,1,Yes,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Some what,Very much,Very much,Very much,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2_216_2643,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Almost every month,Almost every month,Almost every month,Respondent,Respondent,Does not own,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,1,Male,Bengali,Islam,Yes,1994,9998,90,Never Married,Yes,SSC (Complete SE),Doctor/lawyer/dentist/accountant/teacher/nurse/FWV/mid & high level services,1,3,0,Septic tank,9,No,Municipal,0,No,0,NA,Through relative,NA,NA,NA,NA,NA,Yes,Yes,50000,Someone from home village,monthly,8700,48,12,Cash and kind,Muslim,Muslim,0,No,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,No,No,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very much,Very much,Very much,Very much,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
